,brand,name,elements
20,파티온,파티온 노스카나인 트러블 흔적 앰플,"['쑥잎추출물', '메틸프로판다이올', '나이아신아마이드', '폴리글리세린-3', '정제수', '글리세린', '에리스리톨', '판테놀', '부틸렌글라이콜', '글리세레스-26', '트라넥사믹애씨드', '1-헥산다이올', '2-헥산다이올', '펜틸렌글라이콜', '자일리톨', '알란토인', '클로렐라', '불가리스추출물', '다이에톡시에틸석시네이트', '글루코오스', '옥틸도데세스-16', '인도멀구슬나무잎추출물', '하이드록시아세토페논', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '하이드록시에틸우레아', '소듐폴리아크릴레이트', '프룩토올리고사카라이드', '프룩토오스', '징크피씨에이', '폴리글리세릴-10라우레이트', '인도멀구슬나무꽃추출물', '에틸헥실글리세린', '알파-알부틴', '다이포타슘글리시리제이트', '소듐헤파린', '메틸다이아이소프로필프로피온아마이드', '덱스트린', '카카오추출물', '홀리바질잎추출물', '소듐하이알루로네이트', '울금뿌리추출물', '참산호말추출물', '베타-글루칸', '토코페롤', '카페인', '페룰릭애씨드', '글루타티온', '인디안구스베리열매추출물', '호동씨오일', '포도세포추출물', '당호박추출물', '다이프로필렌글라이콜', '하이드로제네이티드레시틴', '폴리글리세릴-10스테아레이트', '카카두플럼추출물', '케이프알로에잎추출물', '밤부사', '불가리스수', '소듐아스코빌포스페이트', '토코페릴아세테이트', '글리세릴아라키도네이트', '글리세릴리놀리네이트', '바이오틴', '레티닐팔미테이트쑥잎추출물', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '트로메타민', '병풀추출물', '석시닉애씨드', '잔탄검', '사과추출물', '카프릴릴', '카프릴글루코사이드', '세라마이드엔피']"
21,아누아,아누아 어성초 77 수딩 토너,"['정제수', '1-헥산다이올', '2-헥산다이올', '글리세린', '베타인', '병풀추출물', '체이스트트리추출물', '우엉뿌리추출물', '진흙버섯추출물', '쇠비름추출물', '포도추출물', '사과추출물', '사탕수수추출물', '판테놀', '마트리카리아꽃추출물', '소듐하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '메틸프로판다이올', '부틸렌글라이콜', '아이소펜틸다이올', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '트로메타민', '다이소듐이디티에이']"
22,라로슈포제,라로슈포제 NEW 시카플라스트 밤B,"['정제수', '하이드로제네이티드폴리아이소부텐', '다이메티콘', '글리세린', '시어버터', '판테놀', '옥수수전분', '프로판다이올', '부틸렌글라이콜', '세틸피이지', '피피지-10', '1다이메티콘', '트라이하이드록시스테아린', '병풀잎추출물', '야콘뿌리즙', '징크글루코네이트', '마데카소사이드', '망가니즈글루코네이트', '알파-글루칸올리고사카라이드', '실리카', '알루미늄하이드록사이드', '마그네슘설페이트', '만노오스', '카프릴로일글라이신', '카프릴릴글라이콜', '비트레오스실라발효물', '시트릭애씨드', '트라이소듐에틸렌다이아민다이석시네이트', '락토바실러스', '아세틸레이티드글라이콜스테아레이트', '말토덱스트린', '폴리글리세릴-4아이소스테아레이트', '토코페롤', '펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트', '티타늄디옥사이드']"
23,넘버즈인,넘버즈인 5번 글루타치온C 흔적 앰플,"['월귤추출물', '부틸렌글라이콜', '나이아신아마이드', '판테놀', '트라넥사믹애씨드', '정제수', '1-헥산다이올', '2-헥산다이올', '네오펜틸글라이콜다이카프레이트', '카프릴릭', '카프릭트라이글리세라이드', '솔비톨', '비피다발효용해물', '아이리쉬모스추출물', '시어버터', '사탕수수추출물', '알파-알부틴', '소듐하이알루로네이트', '인도멀구슬나무꽃추출물', '홀리바질잎추출물', '인도멀구슬나무잎추출물', '울금뿌리추출물', '참산호말추출물', '흰목이버섯추출물', '펜틸렌글라이콜', '글리세린', '3-O-에틸아스코빅애씨드', '비사보롤', '트로메타민', '에틸헥실글리세린', '아데노신', '하이드로제네이티드레시틴', '알란토인', '세라마이드엔피', '베타-글루칸', '다이포타슘글리시리제이트', '토코페롤', '토코페릴아세테이트', '하이드록시프로필사이클로덱스트린', '유비퀴논', '티옥틱애씨드', '포타슘하이드록사이드', '베헤닐알코올', '카보머', '잔탄검', '다이소듐이디티에이']"
24,달바,달바 화이트 트러플 더블 세럼 앤 크림,"['정제수', '프로판다이올', '1-헥산다이올', '2-헥산다이올', '글리세린', '판테놀', '다시마추출물', '한련초잎추출물', '병풀추출물', '무화과추출물', '인도멀구슬나무잎추출물', '인도멀구슬나무꽃추출물', '울금뿌리추출물', '캐모마일꽃추출물', '트루로즈오브예리코추출물', '포트마리골드꽃추출물', '맥아추출물', '홀리바질잎추출물', '참산호말추출물', '하이드로제네이티드레시틴', '소듐하이알루로네이트', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '옥틸도데세스-16', '부틸렌글라이콜', '트로메타민', '다이소듐이디티에이', '아데노신', '프룩토올리고사카라이드', '글리세릴폴리메타크릴레이트', '베타-글루칸', '소듐폴리아크릴레이트', '피브이엠', '엠에이코폴리머', '하이드롤라이즈드하이알루로닉애씨드', '세라마이드엔피', '토코페롤', '향료', '에틸헥실글리세린', '하이드로제네이티드폴리데센', '카프릴릭', '카프릭트라이글리세라이드', '페닐트라이메티콘', '베타인', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '사이클로헥사실록세인', '세틸알코올', '퀸즈랜드넛오일', '피토스테릴', '이소스테아릴', '세틸', '스테아릴', '베헤닐다이머디리놀리에이트', '글리세릴스테아레이트', '베헤닐알코올', '트레할로오스', '펜타에리스리틸다이스테아레이트', '콜라겐추출물', '연꽃꽃추출물', '장미추출물', '커먼자스민추출물', '나팔수선화추출물', '마돈나백합비늘줄기추출물', '블루플래그아이리스추출물', '프리지어추출물', '지모뿌리추출물', '달맞이꽃오일', '돌콩오일', '동백나무씨오일', '마카다미아씨오일', '비타민나무열매오일', '아보카도오일', '올리브오일', '해바라기씨오일', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '폴리글리세릴-10라우레이트', '소듐스테아로일글루타메이트', '글루코오스', '만노오스', '시어버터', '하이드로제네이티드폴리아이소부텐', '하이드록시아세토페논']"
25,넘버즈인,넘버즈인 3번 보들보들 결 세럼,"['부틸렌글라이콜', '메틸글루세스-20', '정제수', '나이아신아마이드', '피이지-90', '1-헥산다이올', '2-헥산다이올', '글리세린', '스쿠알란', '알테로모나스발효추출물', '실크추출물', '염소유추출물', '소듐하이알루로네이트', '판테놀', '아데노신', '글리세레스-26', '잔탄검', '폴리글리세릴-3다이스테아레이트', '글리세릴스테아레이트에스이', '글리세릴스테아레이트시트레이트', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '카보머', '트로메타민', '에틸헥실글리세린', '카프릴릴글라이콜', '트로폴론', '다이소듐이디티에이정제수', '페퍼민트잎추출물', '버지니아풍년화추출물', '녹차추출물', '캐모마일꽃추출물', '레몬그라스잎오일', '솔잣나무가지', '잎오일', '오렌지껍질오일', '라벤더오일', '로즈마리잎오일', '아틀라스시다나무껍질오일', '옥틸도데세스-16', '에탄올', '다이소듐이디티에이', '리모넨', '리날룰', '시트랄']"
26,코스알엑스,코스알엑스 더 레티놀 0 1 크림,"['정제수', '카프릴릭', '카프릭트라이글리세라이드', '프로판다이올', '글리세린', '토코페릴아세테이트', '세테아릴알코올', '트레할로오스', '판테놀', '시어버터', '돌콩오일', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '다이메티콘', '글리세릴폴리메타크릴레이트', '해바라기씨오일', '폴리글리세릴-10스테아레이트', '하이드로제네이티드레시틴', '하이드록시에틸아크릴레이트', '소듐아크릴로일다이메틸타우레이트코폴리머', '카보머', '트로메타민', '글리세릴스테아레이트', '폴리실리콘-11', '소듐설파이트', '토코페롤', '당근추출물', '알란토인', '글리세릴카프릴레이트', '쌀겨왁스', '토코트라이엔올', '스테아릭애씨드', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '팔미틱애씨드', '다이소듐이디티에이', '에틸헥실글리세린', '아데노신', '솔비탄아이소스테아레이트', '오일팜오일', '비에이치티', '베타-카로틴', '미리스틱애씨드', '라우릭애씨드', '아스코빅애씨드', '메도우폼씨오일', '3-O-에틸아스코빅애씨드', '글루타티온', '소듐하이알루로네이트', '1-헥산다이올', '2-헥산다이올', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트']"
27,라네즈,라네즈 워터뱅크 크림 중건성용,"['정제수', '부틸렌글라이콜', '글리세린', '스쿠알란', '수크로오스폴리스테아레이트', '펜타에리스리틸테트라에틸헥사노에이트', '메틸트라이메티콘', '다이부틸아디페이트', '1-헥산다이올', '2-헥산다이올', '글리세릴스테아레이트', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '비스-하이드록시에톡시프로필다이메티콘', '스테아릴다이메티콘', '카프릴릭', '카프릭', '미리스틱', '스테아릭트라이글리세라이드', '스테아릭애씨드', '팔미틱애씨드', '하이드로제네이티드폴리아이소부텐', '하이드록시에틸아크릴레이트', '소듐아크릴로일다이메틸타우레이트코폴리머', '세틸알코올', '프로판다이올', '옥타데센', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '향료', '잔탄검', '글리세릴카프릴레이트', '덱스트린', '트로메타민', '에틸헥실글리세린', '다이소듐이디티에이', '솔비탄아이소스테아레이트', '알란토인', '하이드롤라이즈드', '베타-글루칸', '세라마이드엔피', '미리스틱애씨드', '아라키딕애씨드', '락토바실러스발효용해물', '토코페롤', '미역추출물']"
28,아이디얼포맨,아이디얼 포 맨 퍼펙트 올인원 탄력,"['정제수', '글리세린', '메틸트라이메티콘', '메틸프로판다이올', '에틸헥실스테아레이트', '에탄올', '1-헥산다이올', '2-헥산다이올', '나이아신아마이드', '폴리글리세릴-3다이스테아레이트', '다시마추출물', '한련초잎추출물', '병풀추출물', '무화과추출물', '올레라케아아크멜라추출물', '당느릅나무뿌리추출물', '줄맨드라미씨추출물', '슈도알테로모나스발효추출물', '플랑크톤추출물', '하이드로제네이티드레시틴', '아르간커넬오일', '글리세릴스테아레이트', '트레할로오스', '알지닌', '카보머', '글리세릴스테아레이트시트레이트', '부틸렌글라이콜', '판테놀', '소듐스테아로일글루타메이트', '아데노신', '다이메티콘', '베헤닐알코올', '스쿠알란', '하이드로제네이티드폴리아이소부텐', '세테아릴알코올', '다이소듐이디티에이', '베타인', '프룩토올리고사카라이드', '아이소노닐아이소노나노에이트', '폴리글리세릴-10스테아레이트', '글리세릴스테아레이트에스이', '베타-글루칸', '스테아릭애씨드', '시어버터', '폴리글리세릴-2다이폴리하이드록시스테아레이트', '콜레스테롤', '하이드롤라이즈드하이알루로닉애씨드', '세라마이드엔피', '이눌린라우릴카바메이트', '잔탄검', '다이소듐스테아로일글루타메이트', '세린', '알라닌', '프롤린', '해수', '소듐포스페이트', '마데카소사이드', '소듐하이드록사이드', '아세틸헥사펩타이드-8', '에틸헥실글리세린', '카프릴릴글라이콜', '향료', '부틸페닐메틸프로피오날', '리모넨', '메틸글루세스-20', '펜틸렌글라이콜', '하이드로제네이티드식물성오일', '호호바에스터', '클로렐라', '불가리스추출물', '인도멀구슬나무꽃추출물', '홀리바질잎추출물', '인도멀구슬나무잎추출물', '울금뿌리추출물', '참산호말추출물', '하이드롤라이즈드콜라겐', '소듐하이알루로네이트', '애플민트잎추출물', '녹차추출물', '타임잎추출물', '하이알루로닉애씨드', '프로판다이올', '비닐다이메티콘', '다이아이소스테아릴말레이트', '폴리메틸실세스퀴옥세인', '세테아릴올리베이트', '솔비탄올리베이트', '하이드록시에틸아크릴레이트', '소듐아크릴로일다이메틸타우레이트코폴리머', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '글루코오스', '실리카', '트로메타민', '카프릴릭', '카프릭트라이글리세라이드', '다이포타슘글리시리제이트', '프룩토오스', '소듐파이테이트', '솔비탄아이소스테아레이트', '레시틴', '토코페롤', '글라이신', '글루타믹애씨드', '하이드록시프로필트라이모늄하이알루로네이트', '아스파틱애씨드', '류신', '라이신', '타이로신', '페닐알라닌', '트레오닌', '발린', '아이소류신', '히스티딘', '시스테인', '메티오닌', '아스코빅애씨드폴리펩타이드', '소듐아세틸레이티드하이알루로네이트', '하이드롤라이즈드소듐하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '아세틸옥타펩타이드-3', '아세틸테트라펩타이드-2', '아세틸테트라펩타이드-3', '아세틸테트라펩타이드-5', '아세틸테트라펩타이드-9', '카르노신', '카퍼트라이펩타이드-1', '노나펩타이드-1', '팔미토일펜타펩타이드-4', '팔미토일트라이펩타이드-1', '팔미토일트라이펩타이드-5', '리날룰', '카라멜']"
29,피지오겔,피지오겔 DMT포맨,"['정제수', '글리세린', '부틸렌글라이콜', '카프릴릴메티콘', '트레할로오스', '1-헥산다이올', '2-헥산다이올', '다이페닐실록시페닐트라이메티콘', '하이드록시에틸우레아', '하이드로제네이티드레시틴', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '다이메티콘', '페닐비닐다이메티콘크로스폴리머', '트로메타민', '나이아신아마이드', '판테놀', '글리세릴아크릴레이트', '아크릴릭애씨드코폴리머', '트라이소듐이디티에이', '베타-글루칸', '카프릴릭', '카프릭트라이글리세라이드', '스쿠알란', '병풀추출물', '하이드롤라이즈드소듐하이알루로네이트', '다이포타슘글리시리제이트', '세라마이드엔피', '카퍼트라이펩타이드-1', '다이프로필렌글라이콜', '펜타에리스리틸테트라에틸헥사노에이트', '헥실데실에틸헥사노에이트', '변성알코올', '알지닌', '피토스테롤', '세린', '베타인', '사이클로펜타실록세인', '소듐하이알루로네이트', '소듐피씨에이']"
30,아비브,아비브 부활초 비피다 세럼 퍼밍 드롭,"['정제수', '트루로즈오브예리코추출물', '부틸렌글라이콜', '글리세린', '카프릴릭', '카프릭트라이글리세라이드', '1-헥산다이올', '2-헥산다이올', '나이아신아마이드', '메틸프로판다이올', '비피다발효용해물', '마카다미아씨오일', '메도우폼씨오일', '락토바실러스발효물', '시어버터', '퀸즈랜드넛오일', '올리브오일', '호호바씨오일', '포도씨오일', '소듐하이알루로네이트', '카카오추출물', '비피다발효여과물', '수용성콜라겐', '판테놀', '펜틸렌글라이콜', '하이드로제네이티드레시틴', '소듐폴리아크릴로일다이메틸타우레이트', '스쿠알란', '하이드로제네이티드폴리데센', '수크로오스팔미테이트', '트라이아이소스테아린', '트로메타민', '프로판다이올', '에틸헥실글리세린', '아데노신', '소듐다이라우미도글루타미드라이신', '글루코실루틴', '세라마이드엔피', '폴리글리세릴-10라우레이트', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '덱스트린', '베타-글루칸', '소듐아스코빌포스페이트', '토코페롤', '바쿠치올', '트레할로오스', '다이프로필렌글라이콜', '피토스핑고신', '옥틸도데칸올', '포스파티딜콜린', '아시아티코사이드', '아시아틱애씨드', '글라이코리피드', '마데카식애씨드', '팔미토일트라이펩타이드-5', '솔비톨', '카보머', '잔탄검']"
31,에스트라,에스트라 아토베리어365 크림,"['정제수', '글리세린', '부틸렌글라이콜', '부틸렌글라이콜다이카프릴레이트', '다이카프레이트', '펜타에리스리틸테트라아이오스테아레이트', '사이클로펜타실록세인', '스쿠알란', '세틸에틸헥사노에이트', '베헤닐알코올', '스테아릭애씨드', '하이드록시프로필비스팔미타마이드엠이에이', '사이클로헥사실록세인', 'C14-22알코올', '하이드록시프로필비스라우라마이드엠에이', '만니톨', '아라키딜알코올', '콜레스테롤', '폴리아크릴레이트-13', '알란토인', '카나우바왁스추출물', 'C12-20알킬글루코사이드', '아라키딜글루코사이드', '다이메틴콘올', '폴리아이소부텐', '피토스핑고신', '글리세릴카프릴레이트', '아크릴레이트', '암모늄메타크릴레이트코폴리머', '카보머', '트로메타민', '에틸헥실글리세린', '실리카', '폴리솔베이트20', '솔비탄아이소스테아레이트', '글루코오스', '아라키딕애씨드', '팔미틱애씨드', '소목줄기가루', '올레익애씨드', '토코페롤']"
32,라운드랩,라운드랩 1025 독도 토너 대용량 리필기획,"['정제수', '부틸렌글라이콜', '글리세린', '펜틸렌글라이콜', '프로판다이올', '아이리쉬모스추출물', '사탕수수추출물', '해수', '1-헥산다이올', '2-헥산다이올', '프로테아제', '베타인', '판테놀', '에틸헥실글리세린', '알란토인', '잔탄검', '다이소듐이디티에이정제수', '다이프로필렌글라이콜', '검정콩추출물', '세라마이드에이피', '세라마이드엔피', '스테아릭애씨드', '콜레스테롤', '당느릅나무뿌리추출물', '줄맨드라미씨추출물', '하이드로제네이티드레시틴', '소듐하이알루로네이트', '펜타에리스리틸테트라에틸헥사노에이트', '헥실데실에틸헥사노에이트', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '세테아릴올리베이트', '솔비탄올리베이트', '트로메타민', '아데노신', '다이소듐이디티에이', '폴리글리세릴-10스테아레이트', '카프릴릭', '카프릭트라이글리세라이드', '글라이코스핑고리피드', '글리세릴스테아레이트', '세테아릴알코올', '테트라아세틸피토스핑고신', '하이드록시아세토페논']"
33,피지오겔,피지오겔 사이언수티컬즈 데일리뮨 앰플 세럼,"['정제수', '다이프로필렌글라이콜', '프로판다이올', '아스코빅애씨드', '2-부탄다이올', '3-부탄다이올', '글리세린', '변성알코올', '판테놀', '글라이코실트레할로오스', '하이드로제네이티드스타치하이드롤리세이트', '1-헥산다이올', '2-헥산다이올', '솔비톨', '폴리글리세릴-10스테아레이트', '폴리글리세릴-10올리에이트', '알란토인', '마데카소사이드', '트레할로오스', '부틸렌글라이콜', '베티버뿌리오일', '덱스트린', '소듐하이알루로네이트', '잇꽃꽃추출물', '카카오씨추출물', '후추열매오일', '생강오일', '홍삼추출물', '영지버섯추출물', '토코페롤', '페룰릭애씨드', '스쿠알란', '카프릴릭', '카프릭트라이글리세라이드', '세라마이드엔피', '하이드로제네이티드레시틴', '육계잎오일', '다마스크장미꽃오일', '돌콩오일', '다이소듐이디티에이', '트로메타민']"
34,아누아,아누아 어성초 77토너,"['정제수', '1-헥산다이올', '2-헥산다이올', '글리세린', '베타인', '병풀추출물', '체이스트트리추출물', '우엉뿌리추출물', '진흙버섯추출물', '쇠비름추출물', '포도추출물', '사과추출물', '사탕수수추출물', '판테놀', '마트리카리아꽃추출물', '소듐하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '메틸프로판다이올', '부틸렌글라이콜', '아이소펜틸다이올', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '트로메타민', '다이소듐이디티에이', '약모밀추출물', '카프릴릭', '카프릭트라이글리세라이드', '세테아릴알코올', '식물성스쿠알란', '다시마추출물', '한련초잎추출물', '무화과추출물', '당느릅나무뿌리추출물', '줄맨드라미씨추출물', '하이드로제네이티드레시틴', '글리세릴스테아레이트', '세테아릴글루코사이드', '소듐스테아로일글루타메이트', '카보머', '시어버터', '알지닌', '프룩토올리고사카라이드', '베타-글루칸', '글루코오스', '세라마이드엔피', '에틸헥실글리세린']"
35,라로슈포제,라로슈포제 시카플라스트 멀티 리페어 크림,"['정제수', '다이카프릴릴에터', '판테놀', '글리세린', '펜틸렌글라이콜', '폴리글리세릴-6다이스테아레이트', '프로판다이올', '세틸에스터', '호호바에스터', '베헤닐알코올', '그린와틀꽃왁스', '해바라기씨왁스', '병풀잎추출물', '야콘뿌리즙', '솔비탄올리에이트', '징크글루코네이트', '마데카소사이드', '세테아릴아이소노나노에이트', '망가니즈글루코네이트', '아이소헥사데칸', '알파-글루칸올리고사카라이드', '소듐하이알루로네이트', '소듐스테아로일글루타메이트', '아데노신', '만노오스', '카퍼글루코네이트', '하이드록시아세토페논', '하이드록시프로필스타치포스페이트', '카프릴로일살리실릭애씨드', '비트레오스실라발효물', '시트릭애씨드', '트라이소듐에틸렌다이아민다이석시네이트', '락토바실러스', '말토덱스트린', '폴리글리세린-3', '폴리글리세릴-3비즈왁스', '폴리솔베이트80', '아크릴아마이드', '소듐아크릴로일다이메틸타우레이트코폴리머', '세틸알코올', '토코페롤']"
