,brand,name,elements
36,AHC,AHC 텐 레볼루션 리얼 아이크림 포 페이스,"['하이드롤라이즈드콜라겐추출물', '글리세린', '다이프로필렌글라이콜', '비피다발효용해물', '하이드로제네이티드폴리데센', '사이클로헥사실록세인', '카프릴릭', '카프릭트라이글리세라이드', '다이카프릴릴카보네이트', '정제수', '나이아신아마이드', '카프릭', '석시닉트라이글리세라이드', '세테아릴알코올', '1-헥산다이올', '2-헥산다이올', '글리세릴스테아레이트에스이', '펜타에리스리틸스테아레이트', '카프레이트', '카프릴레이트', '아디페이트', '세틸알코올', '시어버터', '베타인', '황벽나무껍질추출물', '녹차추출물', '구기자나무잎추출물', '병풀추출물', '무화과추출물', '참마뿌리추출물', '쌀추출물', '알로에베라잎추출물', '콜라겐추출물', '슈도알테로모나스발효추출물', '올레라케아아크멜라추출물', '코튼씨추출물', '토마토추출물', '아보카도열매추출물', '마카뿌리추출물', '퉁퉁마디추출물', '실론시나몬나무껍질추출물', '바실러스', '폴릭애씨드발효여과추출물', '씨대퍼딜추출물', '알바수련꽃추출물', '밀펩타이드', '리마콩씨추출물', '하이드로제네이티드레시틴', '코코넛야자오일', '마카다미아씨오일', '소듐하이알루로네이트', '수용성콜라겐', '녹차수', '쌀배아오일', '호호바씨오일', '폴리글리세릴-10미리스테이트', '세테아릴올리베이트', '솔비탄올리베이트', '메틸프로판다이올', '폴리글리세릴-10라우레이트', '다이메티콘', '비닐다이메티콘크로스폴리머', '폴리아크릴레이트-13', '소듐스테아로일글루타메이트', '베헤닐알코올', '폴리글리세릴-10스테아레이트', '비닐다이메티콘', '부틸렌글라이콜', '칸디다', '봄비콜라', '글루코오스', '메틸레이프씨데이트발효물', '하이드로제네이티드폴리아이소부텐', '알란토인', '글라이코실트레할로오스', '판테놀', '하이드로제네이티드스타치하이드롤리세이트', '잔탄검', '아데노신', '라피노오스', '콜레스테롤', '에틸헥실팔미테이트', '다이소듐이디티에이', '마이크로코쿠스발효용해물', '솔비탄아이소스테아레이트', '레시틴', '프로판다이올', '세라마이드엔피', '폴리쿼터늄-51', '소듐라우레이트', '이눌린라우릴카바메이트', '라우릭애씨드', '사이아노코발아민', '트로메타민', '포타슘세틸포스페이트', '하이드롤라이즈드콜라겐', '콜라겐수', '토코페릴아세테이트', '바이오사카라이드검-1', '자일리틸글루코사이드', '스키조사카로미세스발효여과물', '안하이드로자일리톨', '자일리톨', '코코일하이드롤라이즈드콜라겐', '펜타에리스리틸테트라아이소스테아레이트', '글라이코리피드', '솔비탄라우레이트', '소듐팔미토일프롤린', '카프릴로일글라이신', '포타슘코코일하이드롤라이즈드콜라겐', '말토덱스트린', '헥실렌글라이콜', '스쿠알란', '아스코빌프로필하이알루로네이트', '하이드록시에틸셀룰로오스', '하이드롤라이즈드루핀단백질', '콜라겐', '에칠아스코빌에텔', '록샘파이어캘러스배양여과물', '테트라하이드로피페린', '아스코빅애씨드폴리펩타이드', '콜라겐아미노산', '만니톨', '락틱애씨드', '사코신', '아세틸다이펩타이드-1세틸에스터', '사카라이드하이드롤리세이트', '하이드롤라이즈드식물성단백질', '세틸하이드록시에틸셀룰로오스', '다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트', '루틴', '실리카다이메틸실릴레이트', '락토바실러스발효물', '다이메틸실란올하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이드롤라이즈드소듐하이알루로네이트', '아세틸테트라펩타이드-9', '알라닌', '알지닌', '아스파라진', '아스파틱애씨드', '시트룰린', '시스테인', '글루타믹애씨드', '글루타민', '글라이신', '히스티딘', '아이소류신', '류신', '라이신', '메티오닌', '오르니틴', '페닐알라닌', '프롤린', '세린', '타우린', '트레오닌', '트립토판', '타이로신', '발린', '팔미토일트라이펩타이드-5', '3-아스코빌카보닐다이펩타이드-17', '카프릴로일다이펩타이드-17', '아세틸글루타민', '헵타소듐헥사카복시메틸다이펩타이드-12', '다이포타슘포스페이트', '하이알루로닉애씨드', '포타슘하이알루로네이트', '판토테닉애씨드', '소듐하이알루로네이트크로스폴리머', '하이드록시프로필트라이모늄하이알루로네이트', '아세틸헥사펩타이드-8', '글루코노락톤', '소듐콘드로이틴설페이트', '팔미틱애씨드', '돌콩펩타이드', '효모폴리펩타이드', '소듐하이알루로네이트다이메틸실란올', '스테아릭애씨드', '소듐아세틸레이티드하이알루로네이트', '아텔로콜라겐', '팔미토일테트라펩타이드-7', '팔미토일트라이펩타이드-1', '카프릴로일에스에이치-노나펩타이드-6', '알-소폴리펩타이드-1', '귀리펩타이드', '콩폴리펩타이드', '소듐아스코빌포스페이트', '마그네슘아스코빌포스페이트', '아세틸옥타펩타이드-3', '아세틸테트라펩타이드-11', '칼슘글루코네이트', '다이펩타이드-2', '카퍼트라이펩타이드-1', '아세틸테트라펩타이드-3', '아세틸트라이펩타이드-1', '노나펩타이드-1', '아세틸테트라펩타이드-2', '아세틸테트라펩타이드-5', '트라이펩타이드-1', '헥사펩타이드-2', '헥사펩타이드-9', '트라이펩타이드-2', '다이펩타이드-1', '펜타펩타이드-3', '트라이펩타이드-3', '라이신폴리펩타이드카퍼에이치씨엘', '다이펩타이드-4', '올리고펩타이드-6', '레티닐팔미테이트', '바이오틴', '아스코빅애씨드', '리보플라빈', '티아민에이치씨엘', '폴릭애씨드', '피리독신', '메나다이온', '미리스틱애씨드', '팔미토일펜타펩타이드-4', '팔미토일헥사펩타이드-12', '팔미토일다이펩타이드-7', '에스에이치-올리고펩타이드-1', '에스에이치-폴리펩타이드-1', '에스에이치-올리고펩타이드-2', '에스에이치-폴리펩타이드-3', '에스에이치-폴리펩타이드-4', '에스에이치-폴리펩타이드-9', '에스에이치-폴리펩타이드-11', '에스에이치-폴리펩타이드-14', '에스에이치-폴리펩타이드-16', '에스에이치-폴리펩타이드-22', '피토스테릴', '베헤닐', '옥틸도데실라우로일글루타메이트', '폴리솔베이트80', '하이드록시아세토페논', '에틸헥실글리세린', '카프릴릴글라이콜', '펜틸렌글라이콜', '소듐벤조에이트', '향료']"
37,디마르3,디마르3 시그니처 에스투드 프로텍터 대용량 모공교정 앰플,"['병풀추출물', '글리세린', '메틸프로판다이올', '글리세레스-26', '정제수', '1-헥산다이올', '2-헥산다이올', '나이아신아마이드', '베타인', '에탄올', '트레할로오스', '판테놀', '세라마이드엔피', '소듐하이알루로네이트', '무화과추출물', '락토바실러스', '콩발효추출물', '에델바이스꽃', '잎추출물', '황금추출물', '편백잎추출물', '피토스핑고신', '오레가노잎추출물', '스피드웰꽃', '스피잎추출물', '스피줄기추출물', '당아욱꽃', '당아잎추출물', '당아줄기추출물', '레몬밤잎추출물', '아데노신', '레이디스맨틀꽃', '레이잎추출물', '레이줄기추출물', '흰버드나무껍질추출물', '육계나무껍질추출물', '엘더꽃추출물', '쇠비름추출물', '소엽맥문동뿌리추출물', '서양톱풀꽃', '서양잎추출물', '서양줄기추출물', '페루기네움철쭉추출물', '페퍼민트잎추출물', '월귤잎추출물', '노티드랙추출물', '카우슬립꽃추출물', '하이드로제네이티드레시틴', '폴리글리세릴-10라우레이트', '카보머', '트로메타민', '셀룰로오스검', '글리세릴폴리메타크릴레이트', '다이소듐이디티에이', '카라멜', '프로필렌글라이콜', '아라비아고무나무검', '말토덱스트린', '시트릭애씨드', '화산재', '다이소듐포스페이트', '펜틸렌글라이콜', '카프릴릴글라이콜', '에틸헥실글리세린', '소듐벤조에이트', '포타슘솔베이트', '향료', '리날룰']"
38,바이오더마,바이오더마 하이드라비오 세럼 더블기획,"['정제수', '글리세린', '자일리톨', '소듐폴리아크릴레이트', '다이메티콘', '사이클로펜타실록세인', '페녹시에탄올', '클로페네신', '트라이데세스-6', '다이소듐이디티에이', '향료', '나이아신아마이드', '피이지', '피피지-18', '18다이메티콘', '프룩토올리고사카라이드', '만니톨', '소듐하이알루로네이트', '헥실데칸올', '카프릴릭', '카프릭트라이글리세라이드', '람노오스', '라미나리아', '오크롤레우카추출물', '사과씨추출물', '유채스테롤', '토코페롤']"
39,라로슈포제,라로슈포제 NEW 시카플라스트 밤B,"['정제수', '하이드로제네이티드폴리아이소부텐', '다이메티콘', '글리세린', '시어버터', '판테놀', '옥수수전분', '프로판다이올', '부틸렌글라이콜', '세틸피이지', '피피지-10', '1다이메티콘', '트라이하이드록시스테아린', '병풀잎추출물', '야콘뿌리즙', '징크글루코네이트', '마데카소사이드', '망가니즈글루코네이트', '알파-글루칸올리고사카라이드', '실리카', '알루미늄하이드록사이드', '마그네슘설페이트', '만노오스', '카프릴로일글라이신', '카프릴릴글라이콜', '비트레오스실라발효물', '시트릭애씨드', '트라이소듐에틸렌다이아민다이석시네이트', '락토바실러스', '아세틸레이티드글라이콜스테아레이트', '말토덱스트린', '폴리글리세릴-4아이소스테아레이트', '토코페롤', '펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트', '티타늄디옥사이드']"
40,메이크프렘,메이크프렘 엔드포어 베지티놀 타이트닝 세럼,"['정제수', '메틸프로판다이올', '프로판다이올', '1-헥산다이올', '2-헥산다이올', '부틸렌글라이콜', '나이아신아마이드', '글리세린', '콜라겐추출물', '인도멀구슬나무잎추출물', '인도멀구슬나무꽃추출물', '소듐하이알루로네이트', '홀리바질잎추출물', '카카오추출물', '울금뿌리추출물', '참산호말추출물', '수용성콜라겐', '펜틸렌글라이콜', '바쿠치올', '글리세릴폴리메타크릴레이트', '폴리글리세릴-10라우레이트', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '카페인', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '다이에톡시에틸석시네이트', '하이드로제네이티드레시틴', '하이드로제네이티드폴리아이소부텐', '판테놀', '트로메타민', '에틸헥실글리세린', '알란토인', '아데노신', '다이포타슘글리시리제이트', '글루코노락톤', '시트릭애씨드', '소듐파이테이트', '덱스트린', '베타-글루칸', '토코페롤', '사이아노코발아민', '유칼립투스잎오일', '발삼아미리스껍질오일', '멕시칸주니퍼오일', '스피어민트잎오일', '라벤더오일', '육두구커넬오일', '베르가모트오일']"
41,바이오힐보,바이오힐보 프로바이오덤 타이트닝 콜라겐 세럼,"['정제수', '글리세레스-26', '글리세린', '폴리글리세린-3', '부틸렌글라이콜', '1-헥산다이올', '2-헥산다이올', '네오펜틸글라이콜다이카프레이트', '나이아신아마이드', '트레할로오스', '하이드롤라이즈드콜라겐', '시어버터', '자일리틸글루코사이드', '락토바실러스발효물', '자일리톨', '동백나무꽃추출물', '바실러스발효물', '자일로오스', '리마콩씨추출물', '카프릴릭', '카프릭트라이글리세라이드', '펜틸렌글라이콜', '프로판다이올', '판테놀', '트로메타민', '안하이드로자일리톨', '알란토인', '다이포타슘글리시리제이트', '에틸헥실글리세린', '아데노신', '글루코오스', '세라마이드엔피', '소듐파이테이트', '수크로오스', '팔미토일트라이펩타이드-5', '토코페롤', '카프릴로일살리실릭애씨드', '마이크로코쿠스용해물', '프룩토오스', '다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트', '세틸하이드록시에틸셀룰로오스', '루틴', '헥사펩타이드-2', '아세틸테트라펩타이드-5', '덱스트란', '트라이펩타이드-1', '팔미토일헥사펩타이드-12', '바이오틴', '아세틸헥사펩타이드-8', '팔미토일테트라펩타이드-7', '팔미토일트라이펩타이드-1', '헥사펩타이드-9', '팔미토일펜타펩타이드-4', '카퍼트라이펩타이드-1', '베헤닐알코올', '카보머', '다이소듐이디티에이', '향료']"
42,아이소이,아이소이 속보습  100시간 장수진 수분크림,"['정제수', '글리세린', '세틸에틸헥사노에이트', '카프릴릭', '카프릭트라이글리세라이드', '베타인', '마카다미아씨오일', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드글라이코사미노글리칸', '티트리잎추출물', '쇠비름추출물', '약모밀추출물', '판테놀', '피토스핑고신', '세라마이드엔피', '알지닌', '카보머', '흰버드나무껍질추출물', '오레가노잎추출물', '편백잎추출물', '락토바실러스', '콩발효추출물', '육계나무껍질추출물', '잔탄검', '솔비탄세스퀴올리에이트', '자몽껍질오일', '부틸렌글라이콜', '1-헥산다이올', '2-헥산다이올', '프로판다이올', '포트마리골드꽃추출물', '황금추출물', '모란뿌리추출물', '스페인감초뿌리추출물', '하이드로제네이티드레시틴', '리모넨']"
43,토리든,토리든 다이브인 저분자 히알루론산 토너,"['정제수', '부틸렌글라이콜', '다이프로필렌글라이콜', '1-헥산다이올', '2-헥산다이올', '글리세린', '베타인', '알란토인', '판테놀', '쇠비름추출물', '트레할로오스', '소듐하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드소듐하이알루로네이트', '소듐아세틸레이티드하이알루로네이트', '2-부탄다이올', '3-부탄다이올', '펜틸렌글라이콜', '말라카이트추출물', '다이소듐이디티에이', '에틸헥실글리세린']"
44,코스알엑스,코스알엑스 더 비타민C23 세럼 더블기획,"['정제수', '아스코빅애씨드', '프로판다이올', '다이메티콘', '트로메타민', '판테놀', '에칠아스코빌에텔', '스쿠알란', '카페인', '소듐클로라이드', '소듐하이알루로네이트', '소듐설파이트', '다이소듐이디티에이', '글루타티온', '아데노신', '아세틸글루코사민', '치자추출물', '알란토인', '덱스트린', '토코트라이엔올', '토코페롤', '오일팜오일', '부틸렌글라이콜', '알지닌', '나이아신아마이드', '펜틸렌글라이콜', '변성알코올', '해바라기씨오일', '스페인감초뿌리추출물', '메틸트라이메티콘', '잇꽃씨오일', '동백나무씨오일', '당근추출물', '베타-카로틴']"
45,라운드랩,라운드랩 자작나무 수분 크림,"['정제수', '글리세린', '아이소노닐아이소노나노에이트', '아이소도데케인', '1-헥산다이올', '2-헥산다이올', '펜틸렌글라이콜', '폴리데센', '자작나무수액', '호호바에스터', '판테놀', '글리세릴글루코사이드', '아라비아고무나무검', '하이드롤라이즈드오크라추출물', '소듐하이알루로네이트', '하이알루로닉애씨드', '화이트루핀씨추출물', '드럼스틱씨추출물', '인도멀구슬나무잎추출물', '인도멀구슬나무꽃추출물', '아이비고드열매추출물', '알로에베라꽃추출물', '가지열매추출물', '홀리바질잎추출물', '참산호말추출물', '울금뿌리추출물', '아스코빅애씨드', '펜타에리스리틸테트라에틸헥사노에이트', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', '트로메타민', '글리세릴아크릴레이트', '아크릴릭애씨드코폴리머', '에틸헥실글리세린', '아가', '다이포타슘글리시리제이트', '글리세릴카프릴레이트', '부틸렌글라이콜', '다이소듐이디티에이정제수', '다이프로필렌글라이콜', '자일리틸글루코사이드', '안하이드로자일리톨', '자일리톨', '글루코오스', '하이드롤라이즈드하이알루로닉애씨드', '알란토인', '알지닌', '헥실렌글라이콜', '하이드록시아세토페논', '다이소듐이디티에이', '잔탄검', '카보머']"
46,유세린,유세린 하이알루론 나이트 크림,"['정제수', '글리세린', '시어버터', '아이소프로필팔미테이트', '판테놀', '부틸렌글라이콜', '카프릴릭', '카프릭트라이글리세라이드', '세틸알코올', '글리세릴스테아레이트시트레이트', '하이드로제네이티드코코-글리세라이즈', '옥틸도데칸올', '스테아릴알코올', '돌콩배아추출물', '다이메티콘', '페녹시에탄올', '토코페롤', '카보머', '메틸메타크릴레이트크로스폴리머', '향료', '1-헥산다이올', '2-헥산다이올', '카프릴릴글라이콜', '소듐하이알루로네이트', '트라이소듐이디티에이', '소듐하이드록사이드', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머']"
47,차앤박,차앤박 프로폴리스 에너지 앰플 미스트,"['정제수', '프로판다이올', '글리세린', '1-헥산다이올', '2-헥산다이올', '다이메티콘', '소듐시트레이트', '부틸렌글라이콜', '베타인', '하이드로제네이티드레시틴', '솔비톨', '피이지-60하이드로제네이티드캐스터오일', '솔비탄세스퀴올리에이트', '시트릭애씨드', '센티드제라늄꽃오일', '펜틸렌글라이콜', '다이소듐이디티에이', '하이알루로닉애씨드', '판테놀', '하이드록시페닐프로파미도벤조익애씨드', '글루코노락톤', '락토바이오닉애씨드', '판토락톤', '아스코빌팔미테이트', '시트로넬올', '제라니올', '리날룰']"
48,라운드랩,라운드랩 소나무 진정 시카 앰플,"['소나무잎추출물', '부틸렌글라이콜', '다이프로필렌글라이콜', '글리세레스-26', '글리세린', '1-헥산다이올', '2-헥산다이올', '병풀추출물', '프로판다이올', '하이알루로닉애씨드', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트', '에틸헥실글리세린', '정제수', '글라이코프로테인', '인도멀구슬나무잎추출물', '황련뿌리추출물', '인도멀구슬나무꽃추출물', '하이드록시아세토페논', '소듐시트레이트', '카프릴로일살리실릭애씨드', '다이소듐이디티에이', '잔탄검', '카보머', '트로메타민', '시트릭애씨드']"
49,에스트라,에스트라 리제덤365 밀도탄력 캡슐크림,"['정제수', '락토바실러스발효용해물', '부틸렌글라이콜', '글리세린', '다이메티콘', '프로판다이올', '세틸에틸헥사노에이트', '나이아신아마이드', '다이카프릴릴카보네이트', '비스-하이드록시에톡시프로필다이메티콘', '1-헥산다이올', '2-헥산다이올', 'C14-22알코올', '암모늄아크릴로일다이메틸타우레이트', '브이피코폴리머', '세테아릴올리베이트', '스테아릭애씨드', '아라키딜알코올', '글리세릴스테아레이트', '세테아릴알코올', '솔비탄올리베이트', '폴리아크릴레이트-13', '하이드록시프로필비스팔미타마이드엠이에이', '베헤닐알코올', '만니톨', '팔미틱애씨드', 'C12-20알킬글루코사이드', '아라키딜글루코사이드', '소듐스테아로일글루타메이트', '하이드로제네이티드폴리아이소부텐', '글리세릴카프릴레이트', '에틸헥실글리세린', '다이소듐이디티에이', '아데노신', '아크릴레이트', '암모늄메타크릴레이트코폴리머', '폴리글리세릴-10라우레이트', '에틸헥실팔미테이트', '카보머', '솔비탄아이소스테아레이트', '덱스트린', '카카오추출물', '티몰트라이메톡시신나메이트', '콜레스테롤', '실리카', '올레아놀릭애씨드', '3-O-에틸아스코빅애씨드', '토코페롤', '하이드롤라이즈드익스텐신', '호호바씨오일', '하이드로제네이티드레시틴']"
50,바이오힐보,바이오힐보 판테셀 리페어시카 크림,"['프로판다이올', '펜타에리스리틸테트라에틸헥사노에이트', '글리세린', '부틸렌글라이콜', '에틸헥실스테아레이트', '정제수', '병풀잎추출물', '마데카소사이드', '베타-시토스테롤', '아시아티코사이드', '아세틸헥사펩타이드-8', '아스코빅애씨드폴리펩타이드', '아세틸옥타펩타이드-3', '아세틸테트라펩타이드-2', '아세틸테트라펩타이드-3', '아세틸테트라펩타이드-5', '아세틸테트라펩타이드-9', '카퍼트라이펩타이드-1', '노나펩타이드-1', '팔미토일펜타펩타이드-4', '팔미토일트라이펩타이드-1', '팔미토일트라이펩타이드-5', '칸디다', '봄비콜라', '글루코오스', '메틸레이프씨데이트발효물', '해바라기씨오일', '메틸메타크릴레이트크로스폴리머', '펜틸렌글라이콜', '트라이에틸헥사노인', '다이카프릴릴카보네이트', '소듐폴리아크릴로일다이메틸타우레이트', '1-헥산다이올', '2-헥산다이올', '아크릴레이트', 'C10-30알킬아크릴레이트크로스폴리머', 'C12-20알킬글루코사이드', '다이포타슘글리시리제이트', '알란토인', '에틸헥실글리세린', '팔미틱애씨드', '글리세릴아크릴레이트', '아크릴릭애씨드코폴리머', '하이드로제네이티드레시틴', '소듐파이테이트', '트로메타민', '글리세릴카프릴레이트', '레시틴', '에스신', '다이프로필렌글라이콜', '토코페롤', '시트릭애씨드', '카르노신', 'C14-22알코올', '세테아릴알코올', 'C12-16알코올', '카보머']"
51,앰플엔,앰플엔 세라마이드샷 앰플,"['정제수', '부틸렌글라이콜', '글리세린', '프로판다이올', '다이글리세린', '베타-글루칸', '1-헥산다이올', '2-헥산다이올', '나이아신아마이드', '베타인', '메틸글루세스-20', '트레할로오스', '옥틸도데칸올', '아데노신', '연교추출물', '하이드로제네이티드레시틴', '세라마이드3', '알지닌', '알란토인', '유채스테롤', '콜레스테롤', '세라마이드2', '세라마이드1', '자일리틸글루코사이드', '하이드록시에틸아크릴레이트', '소듐아크릴로일다이메틸타우레이트코폴리머', '무수자일리톨', '잔탄검', '카보머', '자일리톨', '카프릴릴글라이콜', '마카다미아씨오일', '카프릴릭', '카프릭트라이글리세라이드', '피토스테릴', '베헤닐', '옥틸도데실라우로일글루타메이트', '폴리글리세릴-10올리에이트', '세틸포스페이트', '다이소듐이디티에이']"
52,리쥬란,리쥬란 힐러 턴오버 앰플 듀얼 이펙트,"['서양산딸기잎추출물', '스페인감초뿌리추출물', '포트마리골드꽃추출물', '알로에베라잎즙', '로우스위트블루베리추출물', '검은뽕나무열매추출물', '알부틴', '부틸렌글라이콜', '글리세린', '폴리솔베이트20', '하이드롤라이즈드디엔에이', '제로틴', '소듐하이알루로네이트', '카보머', '잔탄검', '아데노신', '토코페릴아세테이트', '나이아신아마이드', '비사보롤', '피이지-6', '정제수', '카프릴릴글라이콜', 'ㅔ틸헥실글리세린', '헥실렌글라이콜', '1-헥산다이올', '2-헥산다이올', '다이프로필렌글라이콜', '소듐클로라이드', '트레할로오스', '우레아', '세린', '펜틸렌글라이콜', '글리세릴폴리아크릴레이트', '알진', '풀루란', '다이소듐포스페이트', '포타슘포스페이트', '스쿠알란', '하이드로제네이티드레시틴', '세라마이드엔피', '올레익애씨드', '이눌린라우릴카바메이트', '콜레스테롤']"
53,코스알엑스,코스알엑스 풀핏 프로폴리스 라이트 앰플,"['프로폴리스추출물', '부틸렌글라이콜', '글리세린', '베타인', '1-헥산다이올', '2-헥산다이올', '결명씨추출물', '소듐하이알루로네이트', '하이드록시에틸셀룰로오스', '카보머', '판테놀', '알지닌']"
54,유세린,유세린 하이알루론 아이 크림,"['정제수', '글리세린', '부틸렌글라이콜다이카프릴레이트', '다이카프레이트', '디에칠아미노하이드록시벤조일헥실벤조에이트', '메틸프로판다이올', '합성비즈왁스', '베헤닐알코올', '에칠헥실트리아존', '하이드로제네이티드코코-글리세라이즈', '옥틸도데칸올', '스테아릴알코올', '세틸팔미테이트', '글리세릴스테아레이트시트레이트', '돌콩배아추출물', '알루미늄전분옥테닐석시네이트', '비스-에칠헥실옥시페놀메톡시페닐트리아진', '1-헥산다이올', '2-헥산다이올', '다이메티콘', '페녹시에탄올', '메틸메타크릴레이트크로스폴리머', '카보머', '에틸헥실글리세린', '소듐하이알루로네이트', '트라이소듐이디티에이', '소듐하이드록사이드']"
55,바이오더마,바이오더마 하이드라비오 토너,"['정제수', '글리세린', '폴리솔베이트20', '다이소듐이디티에이', '세트리모늄브로마이드', '향료', '나이아신아마이드', '자일리톨', '알란토인', '프룩토올리고사카라이드', '만니톨', '헥실데칸올', '소듐하이드록사이드', '시트릭애씨드', '람노오스', '사과씨추출물', '유채스테롤', '토코페롤']"
56,브링그린,브링그린 징크테카1 2 흔적세럼,"['정제수', '에톡시다이글라이콜', '메틸프로판다이올', '메틸글루세스-20', '1-헥산다이올', '2-헥산다이올', '나이아신아마이드', '병풀추출물', '티트리추출물', '티트리잎추출물', '티트리꽃', '티트잎추출물', '티트줄기추출물', '몰로키아잎추출물', '신선초추출물', '연꽃뿌리추출물', '오크라열매추출물', '참마뿌리추출물', '하이드로제네이티드레시틴', '티트리잎수', '티트리잎오일', '옥틸도데칸올', '옥틸도데세스-16', '아시아티코사이드', '마데카식애씨드', '글라이코리피드', '아시아틱애씨드', 'C12-13알케스-9', '카보머', '트로메타민', '피브이피', '소듐폴리아크릴레이트', '다이소듐이디티에이', '4-터피네올', '에틸헥실글리세린']"
